Anime_id,Title,Type,Rating,ScoredBy,Popularity,Members,Episodes,Source,Aired,Link,Genre,Producer,Studio
103,Akazukin Chacha,TV,7.46,3148,4227,9179,74,Manga,"Jan 7, 1994 to Jun 30, 1995",https://myanimelist.net/anime/103/Akazukin_Chacha,"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Romance', 'Shoujo']","['Nihon Ad Systems', 'Shueisha']",['Studio Gallop']
104,Ayashi no Ceres,TV,7.34,20539,1941,43835,24,Manga,"Apr 20, 2000 to Sep 28, 2000",https://myanimelist.net/anime/104/Ayashi_no_Ceres,"['Adventure', 'Comedy', 'Horror', 'Psychological', 'Supernatural', 'Drama', 'Romance', 'Shoujo']",['Bandai Visual'],['Studio Pierrot']
105,Boys Be...,TV,6.54,6956,3327,16852,13,Manga,"Apr 11, 2000 to Jul 4, 2000",https://myanimelist.net/anime/105/Boys_Be,"['Slice of Life', 'Comedy', 'Romance', 'Shounen']",['Audio Tanaka'],['Hal Film Maker']
106,Hana yori Dango,TV,7.85,14441,2158,34813,51,Manga,"Sep 8, 1996 to Aug 31, 1997",https://myanimelist.net/anime/106/Hana_yori_Dango,"['Drama', 'Romance', 'School', 'Shoujo']",,['Toei Animation']
107,Ou Dorobou Jing,TV,7.32,10882,2542,27050,13,Manga,"May 15, 2002 to Aug 14, 2002",https://myanimelist.net/anime/107/Ou_Dorobou_Jing,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']",['Aniplex'],['Studio Deen']
108,Ou Dorobou Jing in Seventh Heaven,OVA,7.39,4523,4196,9800,3,Unknown,"Jan 21, 2004 to Apr 28, 2004",https://myanimelist.net/anime/108/Ou_Dorobou_Jing_in_Seventh_Heaven,"['Adventure', 'Fantasy', 'Psychological', 'Comedy', 'Shounen']",['Aniplex'],['Studio Deen']
109,Bakuretsu Tenshi,TV,6.9,23930,1702,53942,24,Original,"Apr 7, 2004 to Sep 15, 2004",https://myanimelist.net/anime/109/Bakuretsu_Tenshi,"['Adventure', 'Comedy', 'Mecha', 'Sci-Fi']","['GDH', 'TV Asahi', 'Imagica']",['Gonzo']
110,Chuuka Ichiban!,TV,7.7,4742,3861,10591,52,Manga,"Apr 27, 1997 to Sep 13, 1998",https://myanimelist.net/anime/110/Chuuka_Ichiban,"['Action', 'Comedy', 'Drama', 'Shounen']",,['Nippon Animation']
111,Corrector Yui,TV,6.9,3948,4216,9189,52,Original,"Apr 9, 1999 to Oct 20, 2000",https://myanimelist.net/anime/111/Corrector_Yui,"['Sci-Fi', 'Adventure', 'Comedy', 'Magic']","['NHK', 'Studio Tron']",['Nippon Animation']
112,Chou Henshin Cosprayers,TV,5.05,2272,5054,6214,8,Original,"Jan 12, 2004 to Mar 1, 2004",https://myanimelist.net/anime/112/Chou_Henshin_Cosprayers,"['Action', 'Ecchi', 'Adventure', 'Fantasy', 'Magic', 'Comedy', 'Super Power', 'Sci-Fi']",['m.o.e.'],"['Imagin', 'Studio Live']"
113,Uchuu no Stellvia,TV,7.46,7285,3242,17614,26,Original,"Apr 3, 2003 to Sep 25, 2003",https://myanimelist.net/anime/113/Uchuu_no_Stellvia,"['Action', 'Romance', 'Sci-Fi', 'Space']","['Starchild Records', 'TV Tokyo Music']",['Xebec']
114,Sakigake!! Cromartie Koukou,TV,8,34389,1100,84903,26,Manga,"Oct 3, 2003 to Mar 26, 2004",https://myanimelist.net/anime/114/Sakigake_Cromartie_Koukou,"['Comedy', 'School', 'Shounen']",['TV Tokyo Music'],['Production I.G']
115,El Hazard: The Alternative World,TV,6.91,3731,4551,8092,13,Original,"Jan 8, 1998 to Mar 26, 1998",https://myanimelist.net/anime/115/El_Hazard__The_Alternative_World,"['Adventure', 'Comedy', 'Fantasy']",['Pioneer LDC'],['AIC']
116,El Hazard: The Wanderers,TV,7.06,4900,3874,11185,26,Original,"Oct 6, 1995 to Mar 29, 1996",https://myanimelist.net/anime/116/El_Hazard__The_Wanderers,"['Adventure', 'Comedy', 'Romance', 'Fantasy']","['TV Tokyo', 'Geneon Universal Entertainment', 'SoftX', 'Pioneer LDC', 'TV Tokyo Music', 'Atelier Musa']",['AIC']
117,El Hazard: The Magnificent World,OVA,7.4,5444,3801,11949,7,Original,"May 26, 1995 to Jan 25, 1996",https://myanimelist.net/anime/117/El_Hazard__The_Magnificent_World,"['Adventure', 'Comedy', 'Fantasy', 'Romance']",['Pioneer LDC'],['AIC']
118,El Hazard 2: The Magnificent World,OVA,6.95,3232,4969,6469,4,Original,"Mar 21, 1997 to Oct 25, 1997",https://myanimelist.net/anime/118/El_Hazard_2__The_Magnificent_World,"['Adventure', 'Comedy', 'Fantasy']",['Pioneer LDC'],['AIC']
119,Final Approach,TV,6.64,14511,2569,27717,13,Visual novel,"Oct 3, 2004 to Dec 26, 2004",https://myanimelist.net/anime/119/Final_Approach,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",['Trinet Entertainment'],['Zexcs']
120,Fruits Basket,TV,7.77,167717,277,291949,26,Manga,"Jul 5, 2001 to Dec 27, 2001",https://myanimelist.net/anime/120/Fruits_Basket,"['Slice of Life', 'Comedy', 'Drama', 'Romance', 'Fantasy', 'Shoujo']","['TV Tokyo', 'Nihon Ad Systems', 'King Records']",['Studio Deen']
121,Fullmetal Alchemist,TV,8.29,490243,37,789593,51,Manga,"Oct 4, 2003 to Oct 2, 2004",https://myanimelist.net/anime/121/Fullmetal_Alchemist,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Military', 'Shounen']","['Aniplex', 'Dentsu', 'Square Enix', 'Mainichi Broadcasting System']",['Bones']
122,Full Moon wo Sagashite,TV,8.05,31187,1353,70878,52,Manga,"Apr 6, 2002 to Mar 29, 2003",https://myanimelist.net/anime/122/Full_Moon_wo_Sagashite,"['Music', 'Comedy', 'Supernatural', 'Drama', 'Romance', 'Shoujo']",['Nihon Ad Systems'],['Studio Deen']
123,Fushigi Yuugi,TV,7.75,33819,1292,73422,52,Manga,"Apr 6, 1995 to Mar 28, 1996",https://myanimelist.net/anime/123/Fushigi_Yuugi,"['Adventure', 'Fantasy', 'Magic', 'Martial Arts', 'Comedy', 'Romance', 'Historical', 'Drama', 'Shoujo']","['TV Tokyo', 'Shogakukan Productions', 'Yomiko Advertising', 'Apollon']",['Studio Pierrot']
123,Fushigi Yuugi,TV,7.75,33819,1291,73422,52,Manga,"Apr 6, 1995 to Mar 28, 1996",https://myanimelist.net/anime/123/Fushigi_Yuugi,"['Adventure', 'Fantasy', 'Magic', 'Martial Arts', 'Comedy', 'Romance', 'Historical', 'Drama', 'Shoujo']","['TV Tokyo', 'Shogakukan Productions', 'Yomiko Advertising', 'Apollon']",['Studio Pierrot']
124,Fushigi Yuugi: Eikouden,OVA,6.98,6985,3742,13098,4,Manga,"Dec 21, 2001 to Jun 25, 2002",https://myanimelist.net/anime/124/Fushigi_Yuugi__Eikouden,"['Adventure', 'Fantasy', 'Romance', 'Drama', 'Shoujo']",,['Studio Pierrot']
125,Futakoi,TV,6.59,12720,2598,26988,13,Original,"Oct 6, 2004 to Dec 29, 2004",https://myanimelist.net/anime/125/Futakoi,"['Comedy', 'Romance', 'School']",['Lantis'],['Telecom Animation Film']
126,Futakoi Alternative,TV,6.99,9361,2731,24614,13,Original,"Apr 7, 2005 to Jun 30, 2005",https://myanimelist.net/anime/126/Futakoi_Alternative,"['Comedy', 'Drama', 'Romance']",['Lantis'],"['ufotable', 'feel.', 'Studio Flag']"
127,Gate Keepers,TV,7.04,6962,3367,16483,24,Game,"Apr 3, 2000 to Sep 18, 2000",https://myanimelist.net/anime/127/Gate_Keepers,"['Action', 'Comedy', 'Fantasy', 'Mecha', 'Sci-Fi', 'Shounen']",['Media Factory'],['Gonzo']
128,Gate Keepers 21,OVA,6.87,3682,4561,8172,6,Game,"Apr 24, 2002 to Jan 8, 2003",https://myanimelist.net/anime/128/Gate_Keepers_21,"['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen']",,['Gonzo']
129,Gensoumaden Saiyuuki,TV,7.68,14812,2106,38248,50,Manga,"Apr 4, 2000 to Mar 27, 2001",https://myanimelist.net/anime/129/Gensoumaden_Saiyuuki,"['Adventure', 'Comedy', 'Supernatural', 'Drama', 'Shounen']","['TV Tokyo', 'Dentsu', 'Group TAC']",['Studio Pierrot']
130,Saiyuuki Reload,TV,7.51,8921,2824,22421,25,Manga,"Oct 2, 2003 to Mar 25, 2004",https://myanimelist.net/anime/130/Saiyuuki_Reload,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Josei']",,['Studio Pierrot']
131,Saiyuuki Reload Gunlock,TV,7.53,5818,3411,15605,26,Manga,"Apr 2, 2004 to Sep 24, 2004",https://myanimelist.net/anime/131/Saiyuuki_Reload_Gunlock,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Josei']",,['Studio Pierrot']
132,GetBackers,TV,7.69,37256,1144,85983,49,Manga,"Oct 5, 2002 to Sep 20, 2003",https://myanimelist.net/anime/132/GetBackers,"['Action', 'Comedy', 'Drama', 'Mystery', 'Shounen', 'Super Power', 'Supernatural']","['TBS', 'Kodansha', 'Rondo Robe', 'Rakuonsha']",['Studio Deen']
133,Green Green,TV,6.36,53587,1103,91476,12,Visual novel,"Jul 12, 2003 to Sep 27, 2003",https://myanimelist.net/anime/133/Green_Green,"['Comedy', 'Ecchi', 'Romance', 'School', 'Slice of Life']","['Pony Canyon', 'Memory-Tech', 'Studio Jack']",['Studio Matrix']
134,Gunslinger Girl,TV,7.51,55026,762,128093,13,Manga,"Oct 9, 2003 to Feb 19, 2004",https://myanimelist.net/anime/134/Gunslinger_Girl,"['Action', 'Psychological', 'Military', 'Drama', 'Sci-Fi']","['Marvelous', 'Fuji TV']",['Madhouse']
135,Hikaru no Go,TV,8.17,39750,1130,84109,75,Manga,"Oct 10, 2001 to Mar 26, 2003",https://myanimelist.net/anime/135/Hikaru_no_Go,"['Comedy', 'Game', 'Shounen', 'Supernatural']","['TV Tokyo', 'Dentsu', 'Dream Force']",['Studio Pierrot']
136,Hunter x Hunter,TV,8.47,114939,321,228839,62,Manga,"Oct 16, 1999 to Mar 31, 2001",https://myanimelist.net/anime/136/Hunter_x_Hunter,"['Action', 'Adventure', 'Shounen', 'Super Power']",['Fuji TV'],['Nippon Animation']
137,Hunter x Hunter: Yorkshin City Kanketsu-hen,OVA,8.39,39782,1296,67721,8,Manga,"Jan 17, 2002 to Apr 17, 2002",https://myanimelist.net/anime/137/Hunter_x_Hunter__Yorkshin_City_Kanketsu-hen,"['Action', 'Adventure', 'Super Power', 'Shounen']",,['Nippon Animation']
138,Hunter x Hunter: Greed Island,OVA,8.3,44445,1182,73367,8,Manga,"Feb 5, 2003 to Apr 16, 2003",https://myanimelist.net/anime/138/Hunter_x_Hunter__Greed_Island,"['Action', 'Adventure', 'Shounen', 'Super Power']",,['Nippon Animation']
139,Hunter x Hunter: Greed Island Final,OVA,8.38,43224,1208,71907,14,Manga,"Mar 3, 2004 to Aug 18, 2004",https://myanimelist.net/anime/139/Hunter_x_Hunter__Greed_Island_Final,"['Action', 'Adventure', 'Shounen', 'Super Power']",,['Nippon Animation']
141,Jinki:Extend,TV,6.22,3205,4490,8406,12,Manga,"Jan 6, 2005 to Mar 24, 2005",https://myanimelist.net/anime/141/Jinki_Extend,"['Mecha', 'Sci-Fi']","['TV Asahi', 'GANSIS']",['feel.']
142,Kamikaze Kaitou Jeanne,TV,7.52,19117,2151,36450,44,Manga,"Feb 13, 1999 to Jan 29, 2000",https://myanimelist.net/anime/142/Kamikaze_Kaitou_Jeanne,"['Adventure', 'Comedy', 'Demons', 'Drama', 'Fantasy', 'Magic', 'Mystery', 'Romance', 'Shoujo']",,['Toei Animation']
143,Kannazuki no Miko,TV,7.01,22058,1774,49891,12,Manga,"Oct 2, 2004 to Dec 18, 2004",https://myanimelist.net/anime/143/Kannazuki_no_Miko,"['Supernatural', 'Drama', 'Magic', 'Romance', 'Mecha', 'Shounen', 'Shoujo Ai']","['Studio Fantasia', 'Geneon Universal Entertainment', 'Remic', 'Front Line', 'Kodansha', 'Rondo Robe', 'Memory-Tech', 'Toshiba Entertainment']",['TNK']
144,Kanon,TV,7.22,20186,1865,47125,13,Visual novel,"Jan 31, 2002 to Mar 28, 2002",https://myanimelist.net/anime/144/Kanon,"['Drama', 'Romance', 'Slice of Life', 'Supernatural']","['Movic', 'Fuji TV', 'Fuji Pacific Music Publishing']",['Toei Animation']
145,Kareshi Kanojo no Jijou,TV,7.64,47231,767,121303,26,Manga,"Oct 2, 1998 to Mar 26, 1999",https://myanimelist.net/anime/145/Kareshi_Kanojo_no_Jijou,"['Comedy', 'Drama', 'Romance', 'School', 'Shoujo', 'Slice of Life']","['TV Tokyo', 'GANSIS']","['Gainax', 'J.C.Staff']"
146,Kono Minikuku mo Utsukushii Sekai,TV,6.87,23141,1879,46840,12,Original,"Apr 2, 2004 to Jun 18, 2004",https://myanimelist.net/anime/146/Kono_Minikuku_mo_Utsukushii_Sekai,"['Sci-Fi', 'Comedy', 'Drama', 'Magic', 'Romance', 'Ecchi']","['Geneon Universal Entertainment', 'TBS', 'Rondo Robe', 'Movic']","['Gainax', 'Shaft']"
147,Kimi ga Nozomu Eien,TV,7.35,52812,983,104684,14,Visual novel,"Oct 5, 2003 to Jan 4, 2004",https://myanimelist.net/anime/147/Kimi_ga_Nozomu_Eien,"['Drama', 'Romance', 'Slice of Life']","['Lantis', 'Media Factory', 'Age']",['Studio Fantasia']
148,Kita e.: Diamond Dust Drops,TV,6.72,1935,4936,6582,12,Visual novel,"Jan 20, 2004 to Apr 5, 2004",https://myanimelist.net/anime/148/Kita_e__Diamond_Dust_Drops,"['Drama', 'Romance', 'Slice of Life']",,['Studio Deen']
149,Loveless,TV,7.11,50789,1021,98768,12,Manga,"Apr 7, 2005 to Jun 30, 2005",https://myanimelist.net/anime/149/Loveless,"['Action', 'Mystery', 'Supernatural', 'Drama', 'Romance', 'Fantasy', 'Josei', 'Shounen Ai']","['Bandai Visual', 'TV Asahi', 'Movic']",['J.C.Staff']
150,Blood+,TV,7.76,108084,344,251177,50,Original,"Oct 8, 2005 to Sep 23, 2006",https://myanimelist.net/anime/150/Blood_,"['Action', 'Military', 'Mystery', 'Horror', 'Supernatural', 'Drama', 'Vampire']","['Aniplex', 'Mainichi Broadcasting System']",['Production I.G']
150,Blood+,TV,7.76,108084,344,251177,50,Original,"Oct 8, 2005 to Sep 23, 2006",https://myanimelist.net/anime/150/Blood_,"['Action', 'Military', 'Mystery', 'Horror', 'Supernatural', 'Drama', 'Vampire']","['Aniplex', 'Mainichi Broadcasting System']",['Production I.G']
151,Re: Cutey Honey,OVA,7.15,6192,3215,15731,3,Manga,"Jul 24, 2004 to Sep 25, 2004",https://myanimelist.net/anime/151/Re__Cutey_Honey,"['Action', 'Sci-Fi', 'Comedy', 'Ecchi', 'Shoujo Ai']",['Toei Video'],"['Gainax', 'Toei Animation']"
152,Solty Rei,TV,7.34,9119,2933,21270,24,Original,"Oct 7, 2005 to Mar 31, 2006",https://myanimelist.net/anime/152/Solty_Rei,"['Action', 'Sci-Fi', 'Super Power']","['AIC', 'TV Asahi', 'Sotsu Music Publishing']",['Gonzo']
153,Juuni Kokuki,TV,8.13,28752,1105,82769,45,Novel,"Apr 9, 2002 to Aug 30, 2003",https://myanimelist.net/anime/153/Juuni_Kokuki,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Supernatural']",['Sogo Vision'],['Studio Pierrot']
154,Shaman King,TV,7.83,120458,389,214972,64,Manga,"Jul 4, 2001 to Sep 25, 2002",https://myanimelist.net/anime/154/Shaman_King,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Drama', 'Shounen']","['TV Tokyo', 'Nihon Ad Systems', 'TV Tokyo Music']",['Xebec']
155,X/1999,Movie,6.66,14426,2641,25938,1,Manga,3-Aug-96,https://myanimelist.net/anime/155/X_1999,"['Action', 'Drama', 'Fantasy', 'Horror', 'Magic', 'Sci-Fi', 'Supernatural']","['Kadokawa Shoten', 'Victor Entertainment', 'Marubeni', 'Movic', 'Sega', 'Shelty']",['Madhouse']
156,X,TV,7.52,26671,1592,58116,24,Manga,"Oct 3, 2001 to Mar 27, 2002",https://myanimelist.net/anime/156/X,"['Action', 'Super Power', 'Drama', 'Magic', 'Romance', 'Fantasy', 'Shoujo']","['Bandai Visual', 'Kadokawa Shoten', 'd-rights', 'chara-ani.com']",['Madhouse']
157,Mahou Sensei Negima!,TV,7.08,45323,1027,95677,26,Manga,"Jan 6, 2005 to Jun 30, 2005",https://myanimelist.net/anime/157/Mahou_Sensei_Negima,"['Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Magic', 'Romance', 'School', 'Shounen', 'Super Power', 'Supernatural']",['Starchild Records'],['Xebec']
158,Maria-sama ga Miteru,TV,7.44,14191,1976,40557,13,Light novel,"Jan 8, 2004 to Apr 1, 2004",https://myanimelist.net/anime/158/Maria-sama_ga_Miteru,"['Slice of Life', 'Drama', 'Romance', 'Shoujo', 'Shoujo Ai']","['Rondo Robe', 'TV Tokyo Music']",['Studio Deen']
159,Boukyaku no Senritsu,TV,6.4,4614,3619,13863,24,Manga,"Apr 7, 2004 to Sep 22, 2004",https://myanimelist.net/anime/159/Boukyaku_no_Senritsu,"['Adventure', 'Fantasy', 'Horror', 'Mecha', 'Psychological', 'Sci-Fi', 'Shounen', 'Space', 'Supernatural']","['Kadokawa Shoten', 'TBS', 'KENMedia']","['Gainax', 'J.C.Staff']"
160,"Ima, Soko ni Iru Boku",TV,7.76,24855,1192,75124,13,Original,"Oct 14, 1999 to Jan 20, 2000",https://myanimelist.net/anime/160/Ima_Soko_ni_Iru_Boku,"['Adventure', 'Drama', 'Fantasy', 'Military', 'Sci-Fi']",['Pioneer LDC'],['AIC']
161,Peace Maker Kurogane,TV,7.4,17546,2008,40634,24,Manga,"Oct 8, 2003 to Mar 24, 2004",https://myanimelist.net/anime/161/Peace_Maker_Kurogane,"['Action', 'Comedy', 'Historical', 'Samurai', 'Shounen']","['GDH', 'TV Asahi', 'Imagica']",['Gonzo']
162,Pita Ten,TV,7.04,7854,3261,17750,26,Manga,"Apr 7, 2002 to Sep 29, 2002",https://myanimelist.net/anime/162/Pita_Ten,"['Comedy', 'Fantasy', 'Kids', 'Romance', 'School', 'Shounen']",['Broccoli'],['Madhouse']
163,Power Stone,TV,6.54,2529,5408,5105,26,Game,"Apr 3, 1999 to Sep 25, 1999",https://myanimelist.net/anime/163/Power_Stone,"['Adventure', 'Comedy', 'Fantasy', 'Historical', 'Shounen']",['Avex Entertainment'],['Studio Pierrot']
164,Mononoke Hime,Movie,8.8,332946,77,506368,1,Original,12-Jul-97,https://myanimelist.net/anime/164/Mononoke_Hime,"['Action', 'Adventure', 'Fantasy']","['Tokuma Shoten', 'Nippon Television Network']",['Studio Ghibli']
165,RahXephon,TV,7.5,31178,1204,78993,26,Original,"Jan 21, 2002 to Sep 10, 2002",https://myanimelist.net/anime/165/RahXephon,"['Action', 'Drama', 'Mecha', 'Music', 'Mystery', 'Psychological', 'Romance', 'Sci-Fi']","['Asatsu DK', 'Fuji TV']",['Bones']
166,Samurai 7,TV,7.57,44514,1113,87098,26,Other,"Jun 12, 2004 to Dec 25, 2004",https://myanimelist.net/anime/166/Samurai_7,"['Historical', 'Mecha', 'Samurai', 'Sci-Fi']","['GDH', 'Sotsu Music Publishing']",['Gonzo']
167,Scrapped Princess,TV,7.48,28886,1410,67709,24,Light novel,"Apr 8, 2003 to Oct 7, 2003",https://myanimelist.net/anime/167/Scrapped_Princess,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Mecha', 'Sci-Fi', 'Shounen']","['Kadokawa Shoten', 'A-Line']",['Bones']
168,s.CRY.ed,TV,7.43,29600,1550,60569,26,Original,"Jul 4, 2001 to Dec 26, 2001",https://myanimelist.net/anime/168/sCRYed,"['Action', 'Sci-Fi', 'Adventure', 'Super Power', 'Drama']",['Yomiko Advertising'],['Sunrise']
169,Shingetsutan Tsukihime,TV,7.04,51150,922,107990,12,Visual novel,"Oct 10, 2003 to Dec 26, 2003",https://myanimelist.net/anime/169/Shingetsutan_Tsukihime,"['Action', 'Horror', 'Mystery', 'Romance', 'Super Power', 'Supernatural', 'Vampire']","['TBS', 'Rondo Robe', 'Movic']",['J.C.Staff']
170,Slam Dunk,TV,8.55,54910,735,114590,101,Manga,"Oct 16, 1993 to Mar 23, 1996",https://myanimelist.net/anime/170/Slam_Dunk,"['Comedy', 'Sports', 'Drama', 'School', 'Shounen']","['TV Asahi', 'Animax']",['Toei Animation']
171,Strange Dawn,TV,6.54,793,6727,2624,13,Original,"Jul 11, 2000 to Sep 26, 2000",https://myanimelist.net/anime/171/Strange_Dawn,"['Adventure', 'Drama', 'Fantasy']",,['Hal Film Maker']
173,Tactics,TV,7.31,10634,2386,31017,25,Manga,"Oct 6, 2004 to Mar 30, 2005",https://myanimelist.net/anime/173/Tactics,"['Mystery', 'Comedy', 'Historical', 'Demons', 'Supernatural', 'Drama', 'Shounen']","['Studio Izena', 'MediaNet']",['Studio Deen']
174,Tenjou Tenge,TV,7.05,64581,787,124312,24,Manga,"Apr 2, 2004 to Sep 17, 2004",https://myanimelist.net/anime/174/Tenjou_Tenge,"['Action', 'Ecchi', 'Martial Arts', 'Comedy', 'Super Power', 'School', 'Shounen']",['TV Asahi'],['Madhouse']
175,Tokyo Underground,TV,6.7,8558,2965,20911,26,Manga,"Apr 2, 2002 to Sep 24, 2002",https://myanimelist.net/anime/175/Tokyo_Underground,"['Action', 'Adventure', 'Romance', 'Sci-Fi', 'Shounen', 'Super Power']",['TV Tokyo Music'],['Studio Pierrot']
176,Triangle Heart: Sweet Songs Forever,OVA,6.27,2118,5475,5127,4,Unknown,"Jul 24, 2003 to Dec 26, 2003",https://myanimelist.net/anime/176/Triangle_Heart__Sweet_Songs_Forever,"['Adventure', 'Romance']",['Discovery'],['Seven Arcs']
177,Tsubasa Chronicle,TV,7.64,70061,607,158988,26,Manga,"Apr 9, 2005 to Oct 15, 2005",https://myanimelist.net/anime/177/Tsubasa_Chronicle,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Romance', 'Supernatural', 'Shounen']","['NHK', 'Kodansha']",['Bee Train']
178,Ultra Maniac,TV,7.27,9654,2837,22752,26,Manga,"May 20, 2003 to Nov 11, 2003",https://myanimelist.net/anime/178/Ultra_Maniac,"['Magic', 'Comedy', 'Romance', 'School', 'Shoujo']","['WAO World', 'Studio Jack']",['Production Reed']
179,Ultra Maniac OVA,OVA,6.78,1966,5901,4360,1,Unknown,6-Aug-02,https://myanimelist.net/anime/179/Ultra_Maniac_OVA,"['Magic', 'Comedy', 'Romance', 'School']",,['Production Reed']
180,Vandread,TV,7.29,34033,1542,61566,13,Original,"Oct 3, 2000 to Dec 19, 2000",https://myanimelist.net/anime/180/Vandread,"['Action', 'Ecchi', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']","['GDH', 'Dentsu', 'Media Factory']",['Gonzo']
181,Vandread: The Second Stage,TV,7.51,25344,2050,40930,13,Original,"Oct 5, 2001 to Jan 18, 2002",https://myanimelist.net/anime/181/Vandread__The_Second_Stage,"['Action', 'Ecchi', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']","['GDH', 'Dentsu', 'Media Factory']",['Gonzo']
182,Tenkuu no Escaflowne,TV,7.77,46534,984,99344,26,Original,"Apr 2, 1996 to Sep 24, 1996",https://myanimelist.net/anime/182/Tenkuu_no_Escaflowne,"['Adventure', 'Psychological', 'Romance', 'Fantasy', 'Mecha', 'Shoujo']","['TV Tokyo', 'Bandai Visual']",['Sunrise']
183,Whistle!,TV,7.5,4537,4190,9527,39,Manga,"May 6, 2002 to Feb 3, 2003",https://myanimelist.net/anime/183/Whistle,"['School', 'Shounen', 'Sports']",['Marvelous'],['Studio Comet']
184,Xenosaga The Animation,TV,6.44,6532,3490,15382,12,Game,"Jan 6, 2005 to Mar 24, 2005",https://myanimelist.net/anime/184/Xenosaga_The_Animation,"['Action', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",['Happinet Pictures'],['Toei Animation']
185,Initial D First Stage,TV,8.28,60345,674,114952,26,Manga,"Apr 19, 1998 to Dec 6, 1998",https://myanimelist.net/anime/185/Initial_D_First_Stage,"['Action', 'Cars', 'Drama', 'Seinen', 'Sports']","['OB Planning', 'Fuji TV']","['Studio Gallop', 'Studio Comet']"
186,Initial D Second Stage,TV,8.16,46252,1097,72342,13,Manga,"Oct 15, 1999 to Jan 21, 2000",https://myanimelist.net/anime/186/Initial_D_Second_Stage,"['Action', 'Cars', 'Sports', 'Drama', 'Seinen']","['OB Planning', 'Fuji TV']",['Pastel']
187,Initial D Third Stage,Movie,7.97,39507,1293,61712,1,Manga,13-Jan-01,https://myanimelist.net/anime/187/Initial_D_Third_Stage,"['Action', 'Cars', 'Sports', 'Drama', 'Romance', 'Seinen']",['OB Planning'],['Studio Deen']
188,Gosenzo San'e,OVA,6.25,499,8077,1549,4,Original,"Sep 25, 1998 to Mar 25, 1999",https://myanimelist.net/anime/188/Gosenzo_Sane,"['Comedy', 'Hentai', 'Mystery', 'Supernatural']","['AIC', 'Green Bunny', 'BEAM Entertainment']",
189,Love Hina,TV,7.24,100842,531,182584,24,Manga,"Apr 19, 2000 to Sep 27, 2000",https://myanimelist.net/anime/189/Love_Hina,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Shounen', 'Slice of Life']","['Production I.G', 'TV Tokyo', 'Yomiko Advertising', 'King Records', 'Audio Tanaka']",['Xebec']
190,Love Hina Again,OVA,7.33,43040,1461,67366,3,Manga,"Jan 26, 2002 to Mar 27, 2002",https://myanimelist.net/anime/190/Love_Hina_Again,"['Comedy', 'Drama', 'Ecchi', 'Romance', 'Shounen']","['Starchild Records', 'Audio Tanaka']",['Xebec']
191,Love Hina Christmas Special: Silent Eve,Special,7.41,30940,1873,48348,1,Manga,25-Dec-00,https://myanimelist.net/anime/191/Love_Hina_Christmas_Special__Silent_Eve,"['Slice of Life', 'Comedy', 'Romance']","['Xebec', 'Yomiko Advertising', 'Audio Tanaka']",
192,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,Special,7.28,27492,2005,43703,1,Unknown,2-Apr-01,https://myanimelist.net/anime/192/Love_Hina_Haru_Special__Kimi_Sakura_Chiru_Nakare,"['Adventure', 'Comedy', 'Romance']","['Starchild Records', 'Yomiko Advertising', 'Audio Tanaka']",['Xebec']
193,Maburaho,TV,6.94,36836,1375,71210,24,Light novel,"Oct 14, 2003 to Apr 6, 2004",https://myanimelist.net/anime/193/Maburaho,"['Comedy', 'Drama', 'Ecchi', 'Harem', 'Magic', 'Romance', 'School']","['Kadokawa Shoten', 'KlockWorx', 'Happinet Pictures', 'Sony PCL']",['J.C.Staff']
